,tweets,sentiment,word_counts,chars_count,avg_word,stop_words_count,hash_counts,mentions_count,numeric_count,upper_count,emails_count,urls_flag,rt_count
291,leesapeesa yea def sux miss vegas saw hangover nite soo funny esp week youve,0,25,131,4.2,4,0,1,1,1,0,0,0
292,dextervondoom joined twitter matthewsantos cant wait hear itbroke till week,0,18,118,5.444444444444445,5,0,2,0,0,0,0,0
293,getting car fixed poor,0,8,39,3.875,4,0,0,0,0,0,0,0
294,haha knows sam bed shouldve gone sleep early practice tommorow 730 gotta 6,0,21,106,4.0476190476190474,7,0,0,1,0,0,0,0
295,interesting fun,0,19,78,3.1052631578947367,8,0,0,0,1,0,0,0
296,course gonna rain bike,0,11,50,3.5454545454545454,6,0,0,0,0,0,0,0
297,consradftw sorry dude coated beeswax,0,8,54,5.75,1,0,1,0,0,0,0,0
298,improvyourbiz pleasure news louis coming 2moro bad news leaving thurs come store sorry,0,24,137,4.708333333333333,7,0,1,0,0,0,0,0
299,nails broken party dress sun burnt wrong,0,13,75,4.769230769230769,4,0,0,0,0,0,0,0
300,xadness come sucki weather supposed crappy hate,0,20,105,4.25,4,0,1,0,4,0,0,0
301,loves updating ipodmy itunes goes top25most played-teganampsara city colour teganampsarah kaskade bye dallas,0,21,154,6.333333333333333,6,0,0,0,0,0,0,0
302,god damn epic scratch laptop,0,10,53,4.3,5,0,0,0,0,0,0,0
303,thinking,0,5,31,5.2,3,0,0,0,0,0,0,0
304,wonderful 3am,0,9,45,4.0,4,0,0,0,0,0,0,0
305,wtf found 20th annual nj state chili cookoff gonna miss,0,20,98,3.9,8,0,0,0,1,0,0,0
306,wishing boat phi casual taking lsat practice test instead,0,15,77,4.133333333333334,6,0,0,0,0,0,0,0
307,doctors appt --,0,15,69,3.6,10,0,0,0,0,0,0,0
308,woke headache looks gonna,0,15,75,4.0,7,0,0,0,0,0,0,0
309,jameswaters aww sends hug sundays seriously suck pointless,0,10,82,7.2,0,0,1,0,0,0,0,0
310,ps loved moon trailer wished longer,0,10,55,4.5,3,0,0,0,1,0,0,0
311,play bored,0,5,23,3.6,2,0,0,0,0,0,0,0
312,gmornin overseas biz rainin hotel bound homesik 4 cal sunshine lifestyle,0,20,120,5.0,2,0,0,1,1,0,0,0
313,,0,6,29,3.8333333333333335,5,0,0,0,0,0,0,0
314,sad apple took links allowed access tvmovies section mobile itunes wanted look,0,25,130,4.2,10,0,0,0,1,0,0,0
315,need money,0,2,13,5.5,0,0,0,0,0,0,0,0
316,lamequeen3 yeah angry right,0,7,39,4.571428571428571,2,0,1,0,0,0,0,0
317,waiting board plane people spread,0,16,78,3.875,7,0,0,0,1,0,0,0
318,ffs ima wait,0,9,38,3.2222222222222223,0,0,0,0,9,0,0,0
319,shayy miss,0,4,17,3.25,1,0,0,0,1,0,0,0
320,sleep wake 80 times ughhhh,0,20,99,3.95,9,0,0,1,2,0,0,0
321,hate winter,0,6,45,6.5,1,0,0,0,1,0,1,0
322,wtf feels 101 ugh ac thier car,0,22,94,3.272727272727273,10,0,0,1,4,0,0,0
323,hausofemily haha nice lockdown long flowy ugly,0,20,109,4.45,11,0,1,0,0,0,0,0
324,tired function,0,4,22,4.5,1,0,0,0,0,0,0,0
325,disturbed white light,0,4,25,5.25,1,0,0,0,0,0,0,0
326,gotta sleep need 5am,0,15,68,3.533333333333333,9,0,0,0,0,0,0,0
327,unpredictable rain way,0,6,37,5.166666666666667,3,0,0,0,0,0,0,0
328,moving presov disgusting feeling yesterday vodka damned,0,14,84,5.0,4,0,0,0,1,0,0,0
329,ok thank allah serenade exhausted ready bed miss baby knee fing hurts mothr trucker,0,29,138,3.689655172413793,12,0,0,0,1,0,0,0
330,bed shelby,0,9,46,4.0,3,0,0,0,1,0,0,0
331,tweetaquote hate die quote kurt cobainnirvana song ended killing,0,19,113,4.894736842105263,7,0,1,0,1,0,0,0
332,fairly important demo folder called windowsformsapplication2 opps,0,10,74,6.3,2,0,0,0,0,0,0,0
333,damn early sleep drama mi life,0,11,51,3.6363636363636362,4,0,0,0,0,0,0,0
334,hanging vmoneybaggz famfamwaiting eat chadok haha jki lost korean bbq privilages whilei abused,0,21,132,5.285714285714286,8,0,1,0,1,0,0,0
335,tommcfly ooh stay brazil hahaha pls come soon,0,11,60,4.454545454545454,2,0,1,0,0,0,0,0
336,ddlovato sorry demi hate picture youre beautiful youve changed,0,21,137,5.476190476190476,8,0,1,0,0,0,1,0
337,btw calorie fest moms turned stomach ache reason eat kind stuff anymore,0,25,131,4.24,9,0,0,0,2,0,0,0
338,beautiful saturday morning head hurts,0,11,65,4.909090909090909,3,0,0,0,0,0,0,0
339,getting ready bed officially tired expecting phone guess gonna happen,0,22,119,4.409090909090909,7,0,0,0,2,0,0,0
340,revision yesterday amazing,0,4,33,7.25,1,0,0,0,0,0,0,0
341,susannaheanes bwaha far away looks fluffy jareds hairs shinnny,0,15,97,5.466666666666667,2,0,1,0,1,0,0,0
342,kyle gone things better,0,11,54,3.909090909090909,5,0,0,0,1,0,0,0
343,selenagomez gigi mean haha,0,12,55,3.5833333333333335,6,0,1,0,0,0,0,0
344,amberconfusion stupid took sleeping pills,0,10,60,5.0,2,0,1,1,0,0,0,0
345,ro88 bad sweet dreams honey muchnd 4,0,15,72,3.8,5,0,1,1,0,0,0,0
346,nope terrifying storms evanston,0,8,54,5.625,2,0,0,0,1,0,0,0
347,absbia777 old drivewe older hereit sucks btw updated quizilla,0,18,114,5.277777777777778,8,0,1,0,0,0,0,0
348,swineflu jumps gt1000 cases vic singapore warns ppl travel,0,15,102,5.8,5,1,0,0,1,0,1,0
349,burned tongue workkkkkkkkkkkkkkkkk,0,6,44,6.333333333333333,2,0,1,0,0,0,0,0
350,kalhi finally hom miss czech,0,10,52,4.2,4,0,1,0,0,0,0,0
351,wanted catch greek ive missed 1st available sad heck abcfamilycom,0,25,129,4.16,14,0,0,0,0,0,0,0
352,thatsnotright,0,5,33,5.6,1,0,1,0,1,0,0,0
353,pellev according doc x-rays yes company car likely wrecked protected miss,0,26,135,4.1923076923076925,10,0,1,0,0,0,0,0
354,scootamazing throw poptart haha,0,9,50,4.555555555555555,4,0,1,0,0,0,0,0
355,hair long wait,0,8,35,3.375,3,0,0,0,0,0,0,0
356,rafa withdrew wimbledon best making injury 100 times worse soon rafa,0,25,137,4.48,6,0,0,1,1,0,0,0
357,class psych presentation,0,5,33,5.4,2,0,0,0,0,0,0,0
358,triathlon yeah exam crap,0,12,57,3.75,4,0,0,0,0,0,0,0
359,wrong twitter,0,6,35,4.833333333333333,3,0,0,0,0,0,0,0
360,tecksbuk haha bitter extremely tired movie appealing fought urge sorry,0,22,125,4.681818181818182,10,0,1,0,2,0,0,0
361,8 hr turned 12 hr feet hurt,0,12,48,3.0,3,0,0,1,0,0,0,0
362,sydlawrence understand try commands buy 30 tag sell 30 tag,0,15,89,4.866666666666666,2,2,1,2,1,0,0,0
363,dont sched,0,7,49,6.0,1,0,0,0,1,0,1,0
364,mjlaw aww named,0,6,35,4.833333333333333,2,0,1,0,0,0,0,0
365,angela13k london years ago general abroad close border,0,26,131,3.9615384615384617,10,0,1,1,1,0,0,0
366,dicksonchen finished packing,0,7,47,5.714285714285714,3,0,1,0,0,0,0,0
367,forgot hate pizza delivery manalapan marlboro scum,0,12,70,4.833333333333333,5,0,0,0,0,0,0,0
368,headache 3 days,0,8,50,5.25,3,0,0,1,1,0,0,0
369,getting ready practice,0,3,25,7.333333333333333,0,0,0,0,0,0,0,0
370,preparing cleaning session isnt wanted,0,9,60,5.666666666666667,4,0,0,0,0,0,0,0
371,johnrich hope find soon jr sucks big cold hope news comin,0,24,129,4.333333333333333,6,0,1,0,2,0,0,0
372,opusone1996 sorry opus,0,12,58,3.8333333333333335,5,0,1,0,1,0,0,0
373,silkdark dont yell summer program apply late,0,28,134,3.7857142857142856,15,0,1,0,3,0,0,0
374,happened ice advantage canucks thinking chicago probably series,0,17,103,5.0588235294117645,5,0,0,0,0,0,0,0
375,headache huh,0,2,17,7.5,0,0,0,0,0,0,0,0
376,labanyax3 yeah ok ok said upset ok,0,16,82,4.125,5,0,1,0,0,0,0,0
377,great bf lunch shopping camarillo skipped hangover,0,21,107,4.095238095238095,10,0,0,0,0,0,0,0
378,jaylastarr hey babe happened 12sec bootylicious videos miss booty,0,14,92,5.5,4,0,1,0,1,0,0,0
379,cayoung,0,1,10,9.0,0,0,1,0,0,0,0,0
380,misses mooomoo,0,6,35,4.833333333333333,3,0,0,0,0,0,0,0
381,lakergirl1 yao height stop gasol bynum fun watching layup drill,0,20,114,4.7,6,0,1,0,0,0,0,0
382,pilgrimfamilyuk stately welcome real world,0,12,77,5.166666666666667,4,0,1,0,0,0,0,0
383,blakecgriffin getting divorced,0,5,43,7.4,1,0,1,0,0,0,0,0
384,playing sims pinball bang rm wanna come chat w cubs 4-2,0,25,133,4.32,7,0,0,0,0,0,1,0
385,gabi07 hey cookies meant shared hand,0,12,68,4.583333333333333,5,0,1,0,0,0,0,0
386,channel cmt awards,0,7,36,4.142857142857143,3,0,0,0,1,0,0,0
387,took walls,0,16,94,4.875,10,0,0,0,1,0,1,0
388,dukedinero hip hop scene suffering huh,0,9,58,5.444444444444445,3,0,1,0,0,0,0,0
389,phone service room,0,9,45,4.0,5,0,0,0,0,0,0,0
390,sargepaulne oooh it- loopy week poor donnie barmy ppl claimin b hs bitch,0,23,128,4.521739130434782,8,0,1,0,1,0,0,0
391,feels soo bad mac working properly fall hit hard damn,0,15,82,4.333333333333333,3,0,0,0,1,0,0,0
392,duckie1013 looks lovely outside stuck office,0,8,53,5.625,2,0,1,0,0,0,0,0
393,sooo job womp womp trying hard upset butthis sucks,0,17,92,4.411764705882353,6,0,0,0,1,0,0,0
394,bb itomorrow separate real,0,10,54,4.4,5,0,0,0,1,0,0,0
395,fitted pole dancing pole daughter apparantly quotgood exersisequot feel old grumpy,0,21,128,5.095238095238095,8,0,0,0,0,0,0,0
396,body wake sleep sadly,0,17,73,3.2941176470588234,6,0,0,0,1,0,0,0
397,woke nightmares kicking butt drinking coffee milktea restaurant 10pm,0,23,125,4.434782608695652,13,0,0,0,0,0,0,0
398,saddened sudden loss rob boone,0,9,44,3.888888888888889,3,0,0,0,0,0,0,0
399,watching slc punk looking forward bob dying,0,10,58,4.8,3,0,0,0,1,0,0,0
400,missnattybaby yeahh people boring sitting ciara trying peopleup,0,22,124,4.636363636363637,0,0,1,0,0,0,0,0
401,town daniel xxx,0,11,53,3.727272727272727,6,0,0,0,0,0,0,0
402,erickaguitron okay 12ish dont adress direct msg,0,26,131,4.038461538461538,11,1,1,0,2,0,0,0
403,sad ending looking matthew perry,0,15,76,4.066666666666666,7,0,0,0,0,0,0,0
404,miss,0,9,53,4.888888888888889,5,0,0,0,0,0,1,0
405,rockband fun playing,0,8,48,5.0,3,0,0,0,0,0,0,0
406,iamlauralane awww lauraaaaa miss come play wifff especially dtrain05 invite meh movie dates,0,22,135,5.136363636363637,5,0,2,0,1,0,0,0
407,stoned probably chance pc afternoon,0,15,87,4.8,8,0,1,0,1,0,0,0
408,surf trip cancelled bit cold sick,0,12,61,4.083333333333333,2,0,0,0,0,0,0,0
409,wonderful family sad,0,13,60,3.6153846153846154,8,0,0,0,0,0,0,0
410,summer,0,4,19,3.75,1,0,0,0,0,0,0,0
411,freshbcool internet wasnt working yesterday,0,6,48,7.0,1,0,1,0,0,0,0,0
412,getting excited hilton head weekend praying weather decent calling rain rain rain,0,21,127,5.0476190476190474,7,0,0,0,0,0,0,0
413,yay homework rocks ok lying,0,6,39,5.5,0,0,0,0,0,0,0,0
414,surprise,0,2,12,5.0,0,0,0,0,0,0,0,0
415,mollyyxo iknowiknow bad guys canada live tennesse lmfao,0,18,94,4.222222222222222,9,0,1,0,0,0,0,0
416,rs102390 miss brothha,0,5,29,4.8,2,0,1,0,0,0,0,0
417,code html bespin firefox35 try close tag firefox35 sets focus quick find feature,0,25,132,4.24,9,4,0,0,1,0,0,0
418,frustrated phone updates sent wrong,0,24,126,4.25,15,0,0,0,0,0,0,0
419,oliviamunn congrats playboy issue hope successful girlfriend buy,0,18,114,5.333333333333333,5,0,1,0,0,0,0,0
420,wishing nice ystrdy morning,0,8,42,4.25,4,0,0,0,0,0,0,0
421,megawhale aim gchati reactivate account,0,14,82,4.857142857142857,9,0,1,0,1,0,0,0
422,miss australia miss friends teachers wish,0,22,110,4.0,13,0,0,0,0,0,0,0
423,started rain naw wales,0,6,31,4.0,0,0,0,1,0,0,0,0
424,breezydoll longer blackberry anymore boyfriend2 dead,0,12,74,5.166666666666667,4,0,1,0,2,0,0,0
425,wish comic con stupid uk,0,11,46,3.1818181818181817,4,0,0,0,3,0,0,0
426,june deadline past 2nd book written book 60 pages feel demotivated press,0,28,137,3.8214285714285716,10,0,0,2,3,0,0,0
427,babys wound 3 stitches inside 6 outside,0,13,84,5.384615384615385,3,0,0,2,0,0,1,0
428,lauryc tell emma trying post ground halt,0,14,68,3.857142857142857,5,0,1,0,0,0,0,0
429,eric said hickups sorry crack head mood sucks friend,0,22,103,3.6818181818181817,7,0,0,0,1,0,0,0
430,apparently tan sunburn itches burnt poor boobies real dang,0,22,108,3.909090909090909,8,0,0,0,1,0,0,0
431,helencrozier hey hit 106 flight control hubby 119 wend,0,19,100,4.2631578947368425,9,0,1,2,0,0,0,0
432,forgive forget ncis reading guess hear miss,0,19,95,4.0,9,0,0,0,1,0,0,0
433,raining gone bungee jumping girl rugby club crazy,0,14,84,5.0,5,0,0,0,0,0,0,0
434,awwww family tht stayin left ily guyss,0,11,56,4.090909090909091,4,0,0,0,0,0,0,0
435,bored tired dooooooo michaelkohhh save meeee kohkohpuff,0,15,91,5.066666666666666,6,0,1,0,0,0,0,0
436,sick tired sick tired,0,9,43,3.7777777777777777,4,0,0,0,0,0,0,0
437,shadowfaxrulz yes christian conservatives quotpro-lifequot disagrees obey die pure hypocrisy,0,17,140,7.117647058823529,4,0,1,0,0,0,0,0
438,allmywonders bump posts couple,0,10,57,4.6,3,0,1,0,1,0,0,0
439,miss essex loved spending summers sitting leigh seafront laughing skaters trying tricks falling,0,24,135,4.625,8,0,0,0,2,0,0,0
440,sun gone,0,5,23,3.6,2,0,0,0,0,0,0,0
441,caitieparker extend deepest condolences family,0,11,70,5.363636363636363,5,0,1,0,1,0,0,0
442,heykatiexcore tried text answer,0,10,57,4.7,4,0,1,0,1,0,0,0
443,swakenstein sad hear heman skeletor,0,11,59,4.363636363636363,6,0,1,0,0,0,0,0
444,getting headache apparent reason,0,7,42,5.0,3,0,0,0,0,0,0,0
445,foolywang adults gt fuq law tht,0,13,74,4.6923076923076925,5,0,1,0,1,0,0,0
446,jameslove8 need sleep assets need brew 1030,0,20,94,3.7,10,0,1,0,3,0,0,0
447,okay apparently thunderstorm brewing outsidewowcrazy weatherit yucky past days june gloom,0,21,135,5.428571428571429,8,0,0,0,1,0,0,0
448,rain pool opens,0,9,43,3.7777777777777777,4,0,0,0,0,0,0,0
449,ttime24 wonderin d-roses page suspendeddo hope comes twitter soon,0,16,100,5.125,5,0,1,0,0,0,0,0
450,atampt quot7 14 days iphone 3gsquot,0,9,53,4.888888888888889,3,0,0,1,0,0,0,0
451,bed gotta hoping robsten news,0,13,77,4.923076923076923,4,0,0,0,0,0,0,0
452,ugh found house liked market 4 days guess sold,0,23,109,3.739130434782609,10,0,0,1,0,0,0,0
453,jackfaulkner later,0,8,47,4.875,1,0,1,0,0,0,0,0
454,veraicon war thing humans far somethings definitely worth fighting,0,23,134,4.826086956521739,10,0,1,0,0,0,0,0
455,torn knee,0,8,35,3.375,5,0,0,0,1,0,0,0
456,itsmekip sorry homie wish,0,10,61,5.1,4,0,1,0,1,0,0,0
457,excrutiating pain feels fuck sunburns didnt possible burnt shins,0,23,123,4.3478260869565215,12,0,0,0,0,0,0,0
458,closure moscow australia,0,8,44,4.5,3,0,0,0,2,0,0,0
459,promised leave right hope break promise,0,14,79,4.571428571428571,6,0,0,0,1,0,0,0
460,artistdata keeps saying invalid rss feed,0,10,62,5.2,1,0,1,0,1,0,0,0
461,complete antithesis avatar,0,10,61,5.1,5,0,0,0,0,0,0,0
462,1yaya mamaeveryone forgot joaquin saturday saddddd,0,8,66,7.0,2,0,1,0,0,0,0,0
463,zachfreitag find yesterday walked lot twice,0,15,87,4.8,8,0,1,0,0,0,0,0
464,shortened link,0,8,51,5.375,2,0,0,0,0,0,0,0
465,feeling guilty ttic available post sorry girls camera locked away gym bag afternoon,0,25,134,4.28,9,0,0,0,2,0,0,0
466,goldiae sooo ny 3 days hold,0,19,81,3.263157894736842,9,0,1,1,4,0,0,0
467,hot cant jus look lyk skinny punk t-shirt,0,17,73,3.2941176470588234,5,0,0,0,2,0,0,0
468,leaving 4 school gaybo,0,8,37,3.625,4,0,0,1,1,0,0,0
469,great serving church great kids great families great friends serve alongside gone service,0,23,136,4.826086956521739,7,0,0,0,1,0,0,0
470,ugh lakers won,0,4,24,5.0,0,0,0,0,0,0,0,0
471,super sick hours agonow feeling great bad called sick,0,15,88,4.866666666666666,3,0,0,0,1,0,0,0
472,saintcoxyboy 60 bad way revision easter afford,0,23,112,3.869565217391304,9,0,1,0,2,0,0,0
473,dougiemcfly answer fans poynter hahaha hi need small read haha kidding,0,27,137,4.074074074074074,13,0,1,0,3,0,0,0
474,wnithin gruesome gory wtf united nations interfering,0,16,100,5.25,6,0,1,0,1,0,0,0
475,lilfishstudios sorry little duckie favorite hope cookies help,0,18,106,4.888888888888889,8,0,1,0,0,0,0,0
476,classes cancelled brandeis,0,14,73,4.214285714285714,10,0,0,0,0,0,0,0
477,xericaaaaa hahaa fun couches fallen stuck,0,25,133,4.32,11,0,1,0,2,0,0,0
478,maybe conversations yeah great hbu haha shit fml need t talk people hahaha,0,26,134,4.153846153846154,9,0,0,0,1,0,0,0
479,kisssweetmand,0,9,60,5.666666666666667,5,0,1,0,0,0,0,0
480,upset yt karma,0,13,77,4.923076923076923,7,0,0,0,0,0,1,0
481,alycekeli alyce killed italk,0,6,38,5.333333333333333,2,0,1,0,0,0,0,0
482,tried upgrade iphone 30 created quota big fuckin shitquot iphone nearly 12 hours,0,23,131,4.695652173913044,8,0,0,1,0,0,0,0
483,til june 9th,0,10,44,3.4,6,0,0,0,0,0,0,0
484,itzyjonas buuu party dad says brasil mex bad,0,16,84,4.25,6,0,1,0,0,0,0,0
485,budnerk pick talks lonely drink orange juice morning,0,23,121,4.260869565217392,10,0,1,0,1,0,0,0
486,plans,0,6,34,4.666666666666667,3,0,0,0,0,0,0,0
487,rawvoodoo yer replies directly,0,12,59,3.9166666666666665,7,0,1,0,0,0,0,0
488,burned roof mouth bummer took joy outta pfchangs dinner,0,18,94,4.222222222222222,8,0,0,0,0,0,0,0
489,longer follow paulina rubio twitter bc ar web team posting,0,18,94,4.222222222222222,8,0,0,0,1,0,0,0
490,shark bay,0,5,19,2.8,2,0,0,0,1,0,0,0
491,mcbel missed,0,3,17,4.666666666666667,1,0,1,0,0,0,0,0
492,coffeeplus weepies,0,11,59,4.363636363636363,6,0,1,0,0,0,0,0
493,laptop officially naught charge manage weekend yes addict,0,18,98,4.444444444444445,7,0,0,0,0,0,0,0
494,broken yesterday broken early,0,24,116,3.8333333333333335,11,0,0,0,1,0,0,0
495,reallllly ddlovato concert broke found tickets amazing seatsugh,0,23,122,4.304347826086956,12,0,1,0,2,0,0,0
496,bored mind bout end road quotrelationshipquot 4 years long,0,22,120,4.409090909090909,12,0,0,1,0,0,0,0
497,bringing hon keeee brothergonna niece kisses,0,15,80,4.333333333333333,7,0,0,0,1,0,0,0
498,bored studying,0,10,38,2.8,7,0,0,0,1,0,0,0
499,bowen12 able bruuuuuuuuuuuuce games anymore,0,13,75,4.769230769230769,6,0,1,0,0,0,0,0
500,stayed way late tired morning,0,12,66,4.5,6,0,0,0,0,0,0,0
501,hacked thefakekristen username kristenjstewart,0,18,102,4.666666666666667,14,0,1,0,0,0,0,0
502,monday draining feeling weekend,0,9,53,4.888888888888889,4,0,0,0,0,0,0,0
503,blahfeeling shower hmmm showered river,0,18,102,4.666666666666667,9,0,0,0,1,0,0,0
504,thekiddaytona aunt ran world tourist tip went exhausted,0,19,102,4.368421052631579,5,0,1,0,1,0,0,0
505,idk wwhat worse hangover headache sick headache feel elephant sat head,0,21,109,4.190476190476191,7,0,0,0,2,0,0,0
506,headache,0,4,18,3.5,2,0,0,0,1,0,0,0
507,sad,0,5,21,3.2,0,0,0,0,1,0,0,0
508,6 exams week,0,4,18,3.5,1,0,0,1,0,0,0,0
509,getting ready ortho plus school hate mondays,0,9,53,4.888888888888889,1,0,0,0,0,0,0,0
510,jackfaulkner trying help,0,5,35,6.0,1,0,1,0,0,0,0,0
511,anujaah scared tricks tradei scared shaaqt,0,15,83,4.533333333333333,8,0,2,0,0,0,0,0
512,andrewin3d completely feel pain angelsampkingslt3,0,7,63,8.0,1,0,1,0,1,0,0,0
513,miss friends,0,6,26,3.3333333333333335,3,0,0,0,1,0,0,0
514,start long long naps,0,13,56,3.3076923076923075,7,0,0,0,0,0,0,0
515,tickypromsut positive gosh need man,0,9,51,4.666666666666667,3,0,1,0,1,0,0,0
516,tweet lets fuss whurr friends follow,0,17,85,4.0,7,0,0,0,2,0,0,0
517,check family car stolen family son mom battling cancer 4 funerals,0,26,128,3.923076923076923,13,0,0,1,0,0,0,0
518,smudge372 yeah pink haha buy hubby buys xx,0,19,96,4.052631578947368,11,0,1,0,0,0,0,0
519,feeling poorly lemsip helps chest infection cold sure,0,12,76,5.333333333333333,2,0,0,0,0,0,0,0
520,sapphiresmoke shit wrong,0,12,62,4.083333333333333,4,0,1,0,0,0,0,0
521,quotaround worldand teeth fall outand inquot hahahah miss,0,18,110,5.111111111111111,9,0,0,0,0,0,0,0
522,read google dropped quotsenderquot header emails outlook shows x behalf y fail,0,24,140,4.833333333333333,7,1,0,0,1,0,0,0
523,soooooo excited weekend beginning thursday banquet wild saturday tbd taylor swift play,0,22,133,5.045454545454546,10,0,0,0,2,0,0,0
524,walking past tommy morei miss,0,8,44,4.5,3,0,0,0,0,0,0,0
525,ynnie36 peeks fly boston memorial weekend hubby travel babysitting coverage,0,19,114,5.0,6,0,2,0,0,0,0,0
526,4h auctioncrying kids,0,5,33,5.6,1,0,0,0,0,0,0,0
527,heimatbesuch whoa,0,2,20,9.0,0,0,0,0,0,0,0,0
528,maybe cinema tonight hangover cinema expensive,0,10,73,6.3,4,0,0,0,0,0,0,0
529,youtube comment shane dawson happy,0,14,77,4.428571428571429,5,0,0,0,1,0,0,0
530,clairabellejp nope hope,0,12,63,4.25,6,0,1,0,0,0,0,0
531,checked calendar tonight suppose moon 6709 cloudy come vampires,0,20,114,4.7,7,0,0,0,2,0,0,0
532,weird wait stay catch plane florida 7am,0,22,105,3.772727272727273,11,0,0,0,0,0,0,0
533,jeri7yn ahahahaha omfg srsly weaknesses pooped saw lady walking super cute dogs,0,25,138,4.52,11,0,1,1,1,0,0,0
534,ugh allergies acting,0,8,40,4.0,3,0,0,0,0,0,0,0
535,bergman yes bad eosbo explain,0,17,90,4.294117647058823,7,0,1,0,1,0,0,0
536,evening watching rugby headed early earlier start,0,12,76,5.333333333333333,2,0,0,0,0,0,0,0
537,beatles tribute kyra offered vip entry yesterday shit given offer nearly bankrupt,0,22,135,5.136363636363637,6,0,0,0,1,0,0,0
538,fml woke guys,0,9,42,3.6666666666666665,3,0,0,0,0,0,0,0
539,msbrowns0 sorry hear thatstay away starches creats mucus tha body stack ur gren veggies echinacea,0,24,137,4.708333333333333,7,0,1,0,0,0,0,0
540,looking forward tuesdayy bad weather forecasted crap,0,19,111,4.842105263157895,10,0,0,0,1,0,0,0
541,lealush asshole,0,3,22,6.333333333333333,0,0,1,0,0,0,0,0
542,waste,0,6,22,2.6666666666666665,3,0,0,0,0,0,0,0
543,sarahdos best fall asleep stupid,0,14,74,4.285714285714286,5,0,1,0,1,0,0,0
544,watched3407 animation 17 seconds horror wishmy end quick possible sad families,0,23,133,4.739130434782608,9,0,0,1,0,0,0,0
545,afp 20 germans air france flight af 447,0,11,53,3.8181818181818183,1,0,1,2,2,0,0,0
546,tamekaraymond showing,0,6,44,6.333333333333333,2,0,1,0,0,0,0,0
